,Address,Case,DateTime,File,Incident,NumInc,Shift
236,300 Block of Waters Edge Ln,B13-003410,2013-10-10 23:58:00,1952,DV 3RD-HARASSMENT-FAMILY,4,III
237,"City Of Madison, Seina Vista Dr / Crestview Dr",B10-001287,2010-05-23 00:05:00,663,CRIMINAL TRESPASS 3RD,1,III
238,"City Of Madison, Seina Vista Dr / Crestview Dr",B10-001288,2010-05-23 01:25:00,663,CRIMINAL TRESPASS,1,III
239,"City Of Madison, Seina Vista Dr / Crestview Dr",B10-001289,2010-05-23 01:25:00,663,CRIMINAL TRESPASS 3RD,1,III
240,100 Block of Shelton Rd,B10-001290,2010-05-23 01:14:00,663,DOMESTIC VIOLENCE 3RD,1,III
241,1000 Block of Liberty Dr Madison,B10-001291,2010-05-23 02:15:00,663,BURGLARY-3RD,2,III
242,1000 Block of Liberty Dr Madison,B10-001291,2010-05-23 02:15:00,663,THEFT 3RD DEGREE,2,III
243,"Holiday Inn, 9035 Madison Blvd Madison",B10-001292,2010-05-23 09:50:00,663,THEFT 2ND DEGREE,1,I
244,100 Block of Shelton Rd,B10-001295,2010-05-23 17:50:00,663,UNAUTHORIZED USE OF AUTO,1,II
245,4000 Block of Wall Triana Hwy,B10-001299,2010-05-24 07:30:00,663,AGGRAVATED ASSAULT 1ST NON FAMILY OTHER WEAPON,1,I
246,"Pearce Construction Co, 130 Park Square Ln",B10-001300,2010-05-24 11:24:00,663,CRIMINAL MISCHIEF-2ND,1,I
247,8000 Block of Madison Blvd Madison,B10-001301,2010-05-24 16:08:00,663,THEFT OF LOST PROPERTY-3RD,1,II
248,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001302,2010-05-24 20:58:00,663,THEFT 3RD DEGREE,1,II
249,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001303,2010-05-24 20:58:00,663,THEFT 3RD DEGREE,1,II
250,100 Block of Shelton Rd Madison,B10-001304,2010-05-25 00:02:00,663,DOMESTIC VIOLENCE 3RD,1,III
251,100 Block of Shelton Rd Madison,B10-001305,2010-05-25 00:02:00,663,THEFT 2ND DEGREE,1,III
252,100 Block of Woodlawn Circle,B10-001306,2010-05-25 12:00:00,663,THEFT 3RD DEGREE,1,I
253,100 Block of Callaway Cir,B10-001307,2010-05-25 12:30:00,663,HARASSMENT,1,I
254,100 Block of Abby Ln,B10-001308,2010-05-25 16:45:00,663,DOMESTIC VIOLENCE 3RD,1,II
255,10000 Block of County Line Rd,B10-001309,2010-05-25 16:50:00,663,ROBBERY-1ST,1,II
256,100 Block of Callaway Dr,B10-001310,2010-05-25 17:30:00,663,HARASSMENT,1,II
257,100 Block of Callaway Dr,B10-001312,2010-05-25 18:00:00,663,HARASSMENT,1,II
258,100 Block of Royal Dr,B10-001315,2010-05-25 23:00:00,663,DOMESTIC VIOLENCE 3RD,1,III
259,"City Of Madison, County Line Rd / High Coach Way",B10-001316,2010-05-26 02:45:00,663,VIOLATION OF DRIVER`S LICENSE RESTRICTION,2,III
260,"City Of Madison, County Line Rd / High Coach Way",B10-001316,2010-05-26 02:45:00,663,FAILURE TO SIGNAL,2,III
261,100 Block of Darroby Dr,B10-001317,2010-05-26 02:46:00,663,SIMPLE ASSAULT,1,III
262,200 Block of Brett Dr,B10-001318,2010-05-26 08:20:00,663,AUTO THEFT-1ST DEGREE,1,I
263,"City Of Madison, 115 Summer Wind Cir",B10-001319,2010-05-25 11:00:00,663,ANIMAL RUNNING AT LARGE,1,I
264,"Golden Rule Bar B Que, 8780 Madison Blvd",B10-001322,2010-05-26 14:42:00,663,THEFT OF SERVICES-3,1,II
265,"Phillips 66, 8500 Old Madison Pike",B10-001323,2010-05-26 16:10:00,663,THEFT 3RD DEGREE,1,II
266,100 Block of Millsford Dr,B10-001324,2010-05-26 16:18:00,663,THEFT 3RD DEGREE,1,II
267,8000 Block of Madison Blvd,B10-001325,2010-05-26 21:05:00,663,AUTO THEFT-1ST DEGREE,1,II
268,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001326,2010-05-27 09:17:00,663,THEFT 3RD DEGREE,1,I
269,800 Block of Trotman Av,B10-001329,2010-05-27 21:05:00,663,CRIMINAL MISCHIEF-3RD,2,II
270,800 Block of Trotman Av,B10-001329,2010-05-27 21:05:00,663,CRIMINAL TRESPASS,2,II
271,1000 Block of Princeton Rd,B10-001330,2010-05-27 23:00:00,663,CRIMINAL MISCHIEF-3RD,1,III
272,100 Block of Bay Pointe Lane,B10-001331,2010-05-27 22:40:00,663,RECKLESS ENDANGERMENT,1,III
273,1000 Block of Princeton Rd,B10-001333,2010-05-28 00:45:00,663,THEFT OF LOST PROPERTY-3RD,1,III
274,100 Block of Brownstone Dr,B10-001337,2010-05-28 11:30:00,663,IDENTITY THEFT,1,I
275,8000 Block of Madison Blvd,B10-001340,2010-05-28 15:06:00,663,BREAKING AND ENTERING A VEHICLE,2,II
276,8000 Block of Madison Blvd,B10-001340,2010-05-28 15:06:00,663,THEFT 2ND DEGREE,2,II
277,2000 Block of Flagstone Dr,B10-001341,2010-05-28 17:40:00,663,AGGRAVATED ASSAULT 3RD,1,II
278,8000 Block of Madison Blvd,B10-001342,2010-05-28 18:00:00,663,THEFT 3RD DEGREE,1,II
279,100 Block of Clover Ridge Dr,B10-001344,2010-05-28 22:23:00,663,HARASSING COMMUNICATIONS,1,III
280,9000 Block of Madison Blvd,B10-001346,2010-05-28 23:30:00,663,THEFT OF LOST PROPERTY-2ND,1,III
281,"City Of Madison, 215 Dartford Dr",B10-001347,2010-05-29 00:06:00,663,CRIMINAL TRESPASS,1,III
282,300 Block of Shelton Rd,B10-001348,2010-05-29 10:14:00,663,UNATTENDED DEATH,2,I
283,300 Block of Shelton Rd,B10-001348,2010-05-29 10:14:00,663,UNATTENDED DEATH,2,I
284,600 Block of Hartington Dr,B10-001349,2010-05-29 15:00:00,663,BREAKING AND ENTERING A VEHICLE,2,II
285,600 Block of Hartington Dr,B10-001349,2010-05-29 15:00:00,663,THEFT 1ST DEGREE,2,II
286,"Walmart Super Center #2690, 8650 Madison Blvd",B14-000778,2014-03-15 06:00:00,2094,RESISTING ARREST,2,I
287,"Walmart Super Center #2690, 8650 Madison Blvd",B14-000778,2014-03-15 06:00:00,2094,INHALATION OF CERTAIN SUBSTANCES (USE),2,I
288,8000 Block of Madison Blvd,B14-000780,2014-03-15 11:23:00,2094,ASSAULT,1,I
289,"Country Hearth Inn & Suites, 8716 Madison Blvd",B14-000781,2014-03-15 12:25:00,2094,THEFT OF SERVICES-3,1,I
290,100 Block of Arlington Dr,B14-000782,2014-03-15 12:14:00,2094,THEFT 2ND DEGREE,1,I
291,100 Block of Hunington Chase Dr,B14-000783,2014-03-15 13:02:00,2094,IDENTITY THEFT,1,I
292,8000 Block of Madison Blvd,B14-000784,2014-03-15 13:30:00,2094,AGGRAVATED ASSAULT 2ND NON FAMILY STRONG ARM,1,I
293,100 Block of Bluebelle Dr,B14-000785,2014-03-15 13:46:00,2094,THEFT 1ST DEGREE,1,I
294,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,CARRYING CONCEALED WEAPON,8,II
295,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,CARRYING CONCEALED WEAPON,8,II
296,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,RESISTING ARREST,8,II
297,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,RESISTING ARREST,8,II
298,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER,8,II
299,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,ATTEMPTING TO FLEE OR ELUDE POLICE OFFICER,8,II
300,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,AGGRAVATED ASSAULT 2ND,8,II
301,"State Of Alabama, 8716 Madison Blvd",B14-000786,2014-03-15 17:52:00,2094,AGGRAVATED ASSAULT 2ND,8,II
302,"Cracker Barrel Old County Store #217, 9225 Madison Blvd",B14-000787,2014-03-15 23:47:00,2094,CRIMINAL IMPERSONATION,1,III
303,8000 Block of Highway 72 W,B14-000788,2014-03-15 23:32:00,2094,HARASSMENT,1,III
304,"City Of Madison, 123 Foxhound Dr",B14-000790,2014-03-16 01:21:00,2094,"MINIMUM AGE PURCHASE, CONSUME, POSSESS, TRANSPORT ALCOHOL",1,III
305,100 Block of Meadow Dr,B14-000792,2014-03-16 09:49:00,2094,BURGLARY-3RD,1,I
306,200 Block of Topsail Ct,B14-000793,2014-03-16 11:03:00,2094,IDENTITY THEFT,1,I
307,8000 Block of Madison Blvd,B14-000795,2014-03-16 18:25:00,2094,DV 3RD-HARASSMENT-FAMILY,1,II
308,"City Of Madison, 8716 Madison Blvd",B14-000796,2014-03-16 18:25:00,2094,OBSTRUCTING GOVERNMENTAL OPERATIONS,1,II
309,8000 Block of Madison Blvd,B14-000799,2014-03-17 10:33:00,2094,DV 3RD-HARASSING COMMUNICATIONS,1,I
310,8000 Block of Madison Blvd,B14-000801,2014-03-17 17:53:00,2094,THEFT 2ND DEGREE,1,II
311,100 Block of Whisperwood Ln,B14-000802,2014-03-17 21:37:00,2094,CRIMINAL MISCHIEF-3RD,2,II
312,100 Block of Whisperwood Ln,B14-000802,2014-03-17 21:37:00,2094,ASSAULT,2,II
313,100 Block of Continental Dr,B14-000803,2014-03-17 21:50:00,2094,ASSAULT,1,II
314,200 Block of Waters Edge Ln,B14-000804,2014-03-18 00:07:00,2094,DUTY TO GIVE INFORMATION TO RENDER AID,1,III
315,"Madison City Schools, 650 Hughes Rd",B14-000805,2014-03-18 09:00:00,2094,CRIMINAL MISCHIEF-3RD,1,I
316,1000 Block of Vicksburg Ct Sw,B14-000809,2014-03-18 11:23:00,2094,OTHER,1,I
317,"State Of Alabama, 3763 Sullivan St",B14-000811,2014-03-18 13:15:00,2094,POSS. FORGED INSTRUMENT 1ST,1,I
318,100 Block of Sunnyfield Dr,B14-000812,2014-03-18 15:32:00,2094,FORGERY 2ND,2,II
319,100 Block of Sunnyfield Dr,B14-000812,2014-03-18 15:32:00,2094,THEFT 2ND DEGREE,2,II
320,"State Of Alabama, 101 Royal Dr",B14-000814,2014-03-18 17:30:00,2094,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,II
321,100 Block of Shelton Rd,B14-000815,2014-03-18 14:30:00,2094,BURGLARY-3RD,2,II
322,100 Block of Shelton Rd,B14-000815,2014-03-18 14:30:00,2094,CRIMINAL MISCHIEF-3RD,2,II
323,9000 Block of Madison Blvd,B14-000817,2014-03-18 21:17:00,2094,THEFT 2ND DEGREE,2,II
324,9000 Block of Madison Blvd,B14-000817,2014-03-18 21:17:00,2094,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
325,1000 Block of Liberty Dr,B14-000818,2014-03-18 22:36:00,2094,ASSAULT,1,III
326,200 Block of Pine Ridge Rd,B14-000821,2014-03-19 10:49:00,2094,THEFT 2ND DEGREE,1,I
327,10000 Block of County Line Rd,B14-000822,2014-03-19 11:40:00,2094,THEFT 2ND DEGREE,1,I
328,10000 Block of County Line Rd,B14-000823,2014-03-19 11:40:00,2094,RECEIVING STOLEN PROPERTY-3RD,1,I
329,7000 Block of Highway 72 W,B14-000825,2014-03-19 12:35:00,2094,ILLEGAL POSS/USE CREDIT CARD,1,I
330,100 Block of Hardiman Place Ln,B14-000827,2014-03-19 15:15:00,2094,THEFT 3RD DEGREE,1,II
331,100 Block of Joe Phillips Rd,B14-000828,2014-03-19 15:15:00,2094,BURGLARY-3RD,2,II
332,100 Block of Joe Phillips Rd,B14-000828,2014-03-19 15:15:00,2094,THEFT 2ND DEGREE,2,II
333,2000 Block of Flagstone Dr,B14-000832,2014-03-19 18:35:00,2094,DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY,1,II
334,100 Block of Royal Dr,B14-000834,2014-03-19 18:51:00,2094,DV 3RD-HARASSMENT-FAMILY,1,II
335,8000 Block of Highway 72 W,B14-000835,2014-03-19 19:00:00,2094,HARASSMENT,1,II
336,100 Block of Brownstone Dr,B14-000837,2014-03-19 20:00:00,2094,HARASSMENT,1,II
337,1000 Block of Hughes Rd,B14-000838,2014-03-19 19:44:00,2094,DV 3RD-HARASSMENT-FAMILY,1,II
338,100 Block of Royal Dr,B14-000840,2014-03-19 22:17:00,2094,CRIMINAL MISCHIEF-3RD,2,III
339,100 Block of Royal Dr,B14-000840,2014-03-19 22:17:00,2094,HARASSMENT,2,III
340,100 Block of Royal Dr,B14-000841,2014-03-19 22:17:00,2094,HARASSING COMMUNICATIONS,1,III
341,200 Block of Horseshoe Bend N,B14-000842,2014-03-20 08:02:00,2094,OTHER,1,I
342,8000 Block of Madison Blvd,B14-000843,2014-03-20 11:26:00,2094,HARASSING COMMUNICATIONS,1,I
343,300 Block of Autumn Ln,B14-000844,2014-03-20 12:45:00,2094,CRIMINAL MISCHIEF-2ND,1,I
344,100 Block of Hughes Rd,B14-000847,2014-03-20 16:25:00,2094,THEFT 3RD DEGREE,1,II
345,2000 Block of Block Of Royal Dr,B09-002974,2009-12-20 01:46:00,499,AUTO THEFT-1ST DEGREE,1,III
346,200 Block of Cedar Springs Pl,B09-002975,2009-12-20 07:43:00,499,HARASSMENT,1,I
347,1000 Block of Shelton Rd,B09-002976,2009-12-20 15:28:00,499,HARASSMENT,1,II
348,1000 Block of Shelton Rd,B09-002977,2009-12-20 15:28:00,499,HARASSMENT,1,II
349,200 Block of Water Hill Rd,B09-002978,2009-12-20 18:00:00,499,HARASSMENT,1,II
350,100 Block of Lynbrook Blvd,B09-002979,2009-12-20 17:55:00,499,BURGLARY-3RD,2,II
351,100 Block of Lynbrook Blvd,B09-002979,2009-12-20 17:55:00,499,THEFT 3RD DEGREE,2,II
352,3000 Block of Sullivan St,B09-002980,2009-12-20 19:30:00,499,CRIMINAL TAMPERING,1,II
353,"Cotton State Insurance, 3810 Sullivan St",B09-002981,2009-12-20 19:30:00,499,CRIMINAL TAMPERING 1ST,1,II
354,"Evabank, 3810 Sullivan St",B09-002982,2009-12-20 19:30:00,499,CRIMINAL TAMPERING 1ST,1,II
355,100 Block of Clay Pool Dr,B09-002983,2009-12-20 19:10:00,499,CRIMINAL MISCHIEF-3RD,1,II
356,"Southern Family Market Pharmacy, 8050 Highway 72 W",B09-002984,2009-12-20 20:50:00,499,THEFT 3RD DEGREE,1,II
357,100 Block of Nale Dr,B09-002985,2009-12-21 08:00:00,499,CRIMINAL LITTERING,1,I
358,200 Block of Red Oak Pl,B09-002986,2009-12-21 12:56:00,499,VIOLATION OF PROTECTION OR RESTRAINING ORDER,1,I
359,"Walmart Super Center #2690, 8650 Madison Blvd",B09-002987,2009-12-21 14:50:00,499,THEFT 3RD DEGREE,1,II
360,100 Block of Durham Dr,B09-002988,2009-12-21 19:30:00,499,AUTO THEFT-1ST DEGREE,1,II
361,100 Block of Brockton Dr,B09-002990,2009-12-22 05:27:00,499,ROBBERY-3RD-RESIDENCE-STRONG ARM,1,III
362,100 Block of Brockton Dr,B09-002991,2009-12-22 05:51:00,499,BURGLARY-2ND,1,III
363,4000 Block of Wall Triana Hwy,B09-002992,2009-12-22 07:00:00,499,THEFT 3RD DEGREE,1,I
364,"Hertz Rental Corp, 9091 Madison Blvd",B09-002994,2009-12-22 11:22:00,499,AUTO THEFT-1ST DEGREE,1,I
365,200 Block of Red Oak Pl,B09-002996,2009-12-22 15:57:00,499,VIOLATION OF PROTECTION OR RESTRAINING ORDER,1,II
366,7000 Block of Highway 72 W,B09-002998,2009-12-22 19:30:00,499,HARASSMENT,1,II
367,100 Block of Lewis Ln,B09-002999,2009-12-22 19:15:00,499,DOMESTIC VIOLENCE 3RD,1,II
368,200 Block of Kyser Blvd,B09-003000,2009-12-22 21:05:00,499,CRIMINAL MISCHIEF-3RD,1,II
369,8000 Block of Madison Blvd,B09-003002,2009-12-23 17:00:00,499,AUTO THEFT-1ST DEGREE,1,II
370,"City Of Madison, 101 Ivory Pl",B09-003003,2009-12-23 17:00:00,499,LICENSE TO CARRY PISTOL,1,II
371,300 Block of Oakland Rd,B09-003004,2009-12-24 00:28:00,499,HARASSMENT,1,III
372,1000 Block of Hughes Rd,B09-003006,2009-12-24 08:00:00,499,THEFT 2ND DEGREE,1,I
373,300 Block of Shelton Rd,B09-003008,2009-12-24 23:15:00,499,DOMESTIC VIOLENCE 3RD,1,III
374,100 Block of Honor Way,B09-003009,2009-12-25 01:30:00,499,DOMESTIC VIOLENCE 3RD,1,III
375,100 Block of Harborview Dr,B09-003010,2009-12-25 02:25:00,499,BREAKING AND ENTERING A VEHICLE,2,III
376,100 Block of Harborview Dr,B09-003010,2009-12-25 02:25:00,499,THEFT 2ND DEGREE,2,III
377,100 Block of Cottonwood Tr,B09-003011,2009-12-26 06:40:00,499,DOMESTIC VIOLENCE 3RD,1,I
378,"Slaughter Rd Child Development Center, 9 Eastview Dr",B09-003013,2009-12-26 12:00:00,499,THEFT 3RD DEGREE,2,I
379,"Slaughter Rd Child Development Center, 9 Eastview Dr",B09-003013,2009-12-26 12:00:00,499,BURGLARY-3RD,2,I
380,"Days Inn, 102 Arlington Dr",B09-003014,2009-12-26 12:35:00,499,CRIMINAL MISCHIEF-3RD,1,I
381,100 Block of Lynbrook Blvd,B09-003016,2009-12-26 17:50:00,499,THEFT 1ST DEGREE,1,II
382,4000 Block of Wall Triana Hwy,B09-002932,2009-12-13 02:25:00,495,BURGLARY-3RD,2,III
383,4000 Block of Wall Triana Hwy,B09-002932,2009-12-13 02:25:00,495,THEFT 3RD DEGREE,2,III
384,600 Block of Balch Rd,B09-002935,2009-12-14 15:20:00,495,HARASSMENT,1,II
385,100 Block of Arabian Dr,B09-002938,2009-12-14 20:00:00,495,CRIMINAL MISCHIEF-3RD,1,II
386,100 Block of Long Bow Dr,B09-002940,2009-12-15 08:10:00,495,CRIMINAL MISCHIEF-3RD,1,I
387,"Jr Hobbs Co, 121 Continental Dr",B09-002943,2009-12-15 11:28:00,495,THEFT 1ST DEGREE,1,I
388,7000 Block of Old Madison Pike,B09-002944,2009-12-15 18:55:00,495,SIMPLE ASSAULT,1,II
389,"Murphy Oil #5721, 8600 Madison Blvd",B09-002945,2009-12-16 09:35:00,495,POSS. FORGED INSTRUMENT 1ST,1,I
390,600 Block of Hughes Rd,B09-002948,2009-12-16 14:45:00,495,BREAKING AND ENTERING A VEHICLE,2,II
391,600 Block of Hughes Rd,B09-002948,2009-12-16 14:45:00,495,THEFT 3RD DEGREE,2,II
392,"Walmart Super Center #2690, 8572 Madison Blvd",B09-002950,2009-12-16 19:55:00,495,THEFT 3RD DEGREE,1,II
393,"City Of Madison, 8650 Madison Blvd",B09-002951,2009-12-16 19:55:00,495,RECEIVING STOLEN PROPERTY-3RD,1,II
394,"Windmill Beverages, 3764 Sullivan St",B09-002952,2009-12-17 10:55:00,495,THEFT 3RD DEGREE,1,I
395,"Books A Million, 7830 Highway 72 W",B09-002953,2009-12-17 13:20:00,495,THEFT 3RD DEGREE,1,I
396,600 Block of Hughes Rd,B09-002955,2009-12-17 14:53:00,495,THEFT 3RD DEGREE,1,II
397,300 Block of Metaire Ln,B09-002957,2009-12-17 15:40:00,495,BREAKING AND ENTERING A VEHICLE,2,II
398,300 Block of Metaire Ln,B09-002957,2009-12-17 15:40:00,495,THEFT 3RD DEGREE,2,II
399,100 Block of Lake Shore Dr,B09-002958,2009-12-18 08:00:00,495,BURGLARY-1ST,2,I
400,100 Block of Lake Shore Dr,B09-002958,2009-12-18 08:00:00,495,THEFT 2ND DEGREE,2,I
401,"Hertz Equipment Rental, 212 Lime Quarry Rd",B09-002960,2009-12-18 10:05:00,495,CRIMINAL MISCHIEF-2ND,1,I
402,8000 Block of Madison Blvd,B09-002961,2009-12-18 11:09:00,495,THEFT OF LOST PROPERTY-3RD,1,I
403,100 Block of Hughes Rd,B09-002962,2009-12-18 12:40:00,495,OFFENSES AGAINST INTELLECTUAL PROPERTY,1,I
404,200 Block of Waters Edge Ln,B09-002963,2009-12-18 16:20:00,495,BREAKING AND ENTERING A VEHICLE,1,II
405,300 Block of Gillespie Rd,B09-002964,2009-12-18 17:23:00,495,CRIMINAL MISCHIEF-3RD,1,II
406,3000 Block of Flag Cir,B09-002967,2009-12-18 21:35:00,495,DUTY UPON STRIKING UNATTENDED VEHICLE,1,II
407,300 Block of Oakland Rd,B09-002970,2009-12-19 10:59:00,495,DOMESTIC VIOLENCE 3RD,1,I
408,100 Block of Bibb Dr,B09-002971,2009-12-19 14:50:00,495,DOMESTIC VIOLENCE 3RD,1,II
409,100 Block of Long Bow Dr,B09-002972,2009-12-19 16:20:00,495,CRIMINAL MISCHIEF-3RD,1,II
410,8000 Block of Highway 72 W,B09-002973,2009-12-19 23:08:00,495,DOMESTIC VIOLENCE 3RD,1,III
411,"State Of Alabama, 8814 Madison Blvd",B12-003170,2012-11-10 03:00:00,1611,VERIFICATION OF CITIZENSHIP IMMIGRATION,1,III
412,100 Block of Royal Dr Madison,B12-003172,2012-11-10 04:40:00,1611,DV 3RD-HARASSMENT-FAMILY,1,III
413,100 Block of Royal Dr,B12-003173,2012-11-10 06:18:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
414,100 Block of Royal Dr,B12-003173,2012-11-10 06:18:00,1611,THEFT 3RD DEGREE,2,I
415,"Subway, 10971 County Line Rd",B12-003174,2012-11-10 08:00:00,1611,BURGLARY-3RD,1,I
416,7000 Block of Highway 72 W,B12-003175,2012-11-10 08:39:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
417,7000 Block of Highway 72 W,B12-003175,2012-11-10 08:39:00,1611,THEFT 2ND DEGREE,2,I
418,200 Block of Kyser Blvd,B12-003176,2012-11-10 10:06:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
419,200 Block of Kyser Blvd,B12-003176,2012-11-10 10:06:00,1611,THEFT 3RD DEGREE,2,I
420,500 Block of Palmer Rd,B12-003178,2012-11-10 12:42:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,1,I
421,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,DISCHARGING FIREARM INTO OCCUPIED DWELLING/VEHICLE,6,I
422,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,DISCHARGING FIREARM INTO OCCUPIED DWELLING/VEHICLE,6,I
423,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,RECKLESS ENDANGERMENT,6,I
424,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,RECKLESS ENDANGERMENT,6,I
425,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,CRIMINAL MISCHIEF-3RD,6,I
426,"City Of Madison, 1007 Liberty Dr",B12-003179,2012-11-10 13:50:00,1611,CRIMINAL MISCHIEF-3RD,6,I
427,100 Block of Todd Dr,B12-003180,2012-11-10 15:23:00,1611,CRIMINAL MISCHIEF-2ND,1,II
428,500 Block of Palmer Rd,B12-003181,2012-11-10 15:15:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
429,500 Block of Palmer Rd,B12-003181,2012-11-10 15:15:00,1611,THEFT 2ND DEGREE,2,II
430,500 Block of Palmer Rd,B12-003183,2012-11-10 15:45:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
431,500 Block of Palmer Rd,B12-003183,2012-11-10 15:45:00,1611,THEFT 2ND DEGREE,2,II
432,200 Block of Concord Dr,B12-003184,2012-11-10 15:22:00,1611,DOMESTIC VIOLENCE 3RD,1,II
433,200 Block of Concord Dr Madison,B12-003185,2012-11-10 15:22:00,1611,DOMESTIC VIOLENCE 3RD,1,II
434,100 Block of Royal Dr,B12-003186,2012-11-10 18:24:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
435,100 Block of Royal Dr,B12-003186,2012-11-10 18:24:00,1611,THEFT 3RD DEGREE,2,II
436,"Publix Store 1185, 12070 County Line Rd",B12-003187,2012-11-10 21:06:00,1611,THEFT 3RD DEGREE,1,II
437,100 Block of Millcreek Crossing,B12-003191,2012-11-11 00:37:00,1611,CRIMINAL TAMPERING 2ND,1,III
438,"State Of Alabama, Balch Rd / Tottenham Way",B12-003192,2012-11-11 01:28:00,1611,VERIFICATION OF CITIZENSHIP IMMIGRATION,1,III
439,100 Block of Shelton Rd Madison,B12-003193,2012-11-11 12:10:00,1611,DOMESTIC VIOLENCE 3RD,1,I
440,100 Block of Clifts Cove Blvd Madison,B12-003194,2012-11-11 15:26:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
441,100 Block of Clifts Cove Blvd Madison,B12-003194,2012-11-11 15:26:00,1611,THEFT 3RD DEGREE,2,II
442,8000 Block of Old Madison Pike,B12-003195,2012-11-11 15:46:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,1,II
443,8000 Block of Old Madison Pike,B12-003196,2012-11-11 15:46:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,1,II
444,8000 Block of Old Madison Pike,B12-003197,2012-11-11 15:46:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
445,8000 Block of Old Madison Pike,B12-003197,2012-11-11 15:46:00,1611,THEFT 3RD DEGREE,2,II
446,8000 Block of Old Madison Pike,B12-003198,2012-11-11 15:46:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
447,8000 Block of Old Madison Pike,B12-003198,2012-11-11 15:46:00,1611,THEFT 3RD DEGREE,2,II
448,8000 Block of Old Madison Pike,B12-003199,2012-11-11 17:24:00,1611,THEFT 3RD DEGREE,1,II
449,100 Block of Brownstone Dr,B12-003200,2012-11-11 18:31:00,1611,CRIMINAL MISCHIEF-3RD,1,II
450,8000 Block of Madison Blvd Madison,B12-003201,2012-11-12 00:58:00,1611,CRIMINAL MISCHIEF-2ND,1,III
451,5000 Block of Wall Triana Hwy Madison,B12-003202,2012-11-12 15:07:00,1611,DV 3RD-CRIMINAL MISCHIEF 3RD,1,II
452,200 Block of Pine Ridge Rd,B12-003203,2012-11-12 16:56:00,1611,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
453,200 Block of Pine Ridge Rd,B12-003203,2012-11-12 16:56:00,1611,THEFT 3RD DEGREE,2,II
454,"Jeff Benton Homes, 255 Heritage Mill Dr",B12-003204,2012-11-12 19:32:00,1611,THEFT 1ST DEGREE,2,II
455,"Jeff Benton Homes, 255 Heritage Mill Dr",B12-003204,2012-11-12 19:32:00,1611,BURGLARY-3RD,2,II
456,200 Block of Jackies Ter,B12-003206,2012-11-13 07:02:00,1611,IDENTITY THEFT,1,I
457,"Kroger Co, 300 Hughes Rd",B12-003210,2012-11-13 11:50:00,1611,THEFT 3RD DEGREE,1,I
458,100 Block of Oriley Ct,B12-003211,2012-11-13 12:39:00,1611,DOMESTIC VIOLENCE 3RD,1,I
459,100 Block of Jetplex Cir,B12-003215,2012-11-13 15:33:00,1611,HARASSMENT,1,II
460,200 Block of Evalyn St,B12-003217,2012-11-13 18:51:00,1611,HARASSING COMMUNICATIONS,1,II
461,8000 Block of Madison Blvd,B12-003220,2012-11-14 11:05:00,1611,IDENTITY THEFT,1,I
462,200 Block of Pennsylvania Av,B12-003222,2012-11-14 12:37:00,1611,BURGLARY-3RD,2,I
463,200 Block of Pennsylvania Av,B12-003222,2012-11-14 12:37:00,1611,THEFT 2ND DEGREE,2,I
